000 000; 000 100; 100 100; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 060; 050 100; 100 060; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 100; 050 050; 100 100; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 100; 100 100; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 060; 050 100; 100 060; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 100; 050 050; 100 100; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 100; 100 100; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 060; 050 100; 100 060; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 100; 050 050; 100 100; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 100; 050 050; 100 100; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 100; 050 050; 100 100; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 000; 000 100; 050 050; 100 100; 100 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
