015 035; 035 035; 015 065; 035 065; 015 100; 085 100; 065 065; 085 065; 065 035; 085 035; 050 000; 000 000;
000 025; 025 050; 000 100; 050 070; 100 100; 075 050; 100 025; 065 025; 050 000; 035 025; 000 000; 000 000;
015 035; 035 035; 015 065; 035 065; 015 100; 085 100; 065 065; 085 065; 065 035; 085 035; 050 000; 000 000;
015 035; 035 035; 015 065; 035 065; 015 100; 085 100; 065 065; 085 065; 065 035; 085 035; 050 000; 000 000;
015 035; 035 035; 015 065; 035 065; 015 100; 085 100; 065 065; 085 065; 065 035; 085 035; 050 000; 000 000;
015 035; 035 035; 015 065; 035 065; 015 100; 085 100; 065 065; 085 065; 065 035; 085 035; 050 000; 000 000;
000 025; 025 050; 000 100; 050 070; 100 100; 075 050; 100 025; 065 025; 050 000; 035 025; 000 000; 000 000;
015 035; 035 035; 015 065; 035 065; 015 100; 085 100; 065 065; 085 065; 065 035; 085 035; 050 000; 000 000;
000 025; 025 050; 000 100; 050 070; 100 100; 075 050; 100 025; 065 025; 050 000; 035 025; 000 000; 000 000;
015 035; 035 035; 015 065; 035 065; 015 100; 085 100; 065 065; 085 065; 065 035; 085 035; 050 000; 000 000;
015 035; 035 035; 015 065; 035 065; 015 100; 085 100; 065 065; 085 065; 065 035; 085 035; 050 000; 000 000;
000 025; 025 050; 000 100; 050 070; 100 100; 075 050; 100 025; 065 025; 050 000; 035 025; 000 000; 000 000;
