000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
000 100; 100 100; 050 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000; 000 000;
